quoteId,supplierName,materialName,unitPrice,quantity,totalPrice,deliveryDays,region,quoteDate,fileType,riskStatus,riskReason
Q00263,BudgetSource,Concrete,86.24,251,21645.14,10,Quebec,2025-03-04,PDF,Normal,Quote is within expected range
Q00611,RapidSupply,Aluminum,1820.62,272,495207.66,20,Ontario,2025-01-24,PDF,Normal,Quote is within expected range
Q00298,Prime Industrial,Concrete,186.75,957,178721.08,6,Ontario,2025-08-14,CSV,Normal,Quote is within expected range
Q00415,ABC Suppliers,Wood,79.71,239,19051.8,10,New York,2025-01-05,CSV,Normal,Quote is within expected range
Q00151,BudgetSource,Steel,839.24,310,260164.79,15,Quebec,2025-04-29,CSV,Normal,Quote is within expected range
Q00789,NorthSteel,Steel,960.98,521,500671.04,40,Quebec,2025-02-18,PDF,Anomaly,Delivery time is unusually long
Q00641,XYZ Materials,Aluminum,1655.64,129,213577.28,20,Quebec,2025-12-10,Excel,Normal,Quote is within expected range
Q00890,ABC Suppliers,Wood,145.12,773,112180.76,34,Quebec,2026-01-05,CSV,Anomaly,High price and slow delivery
Q00551,ABC Suppliers,Wood,73.8,708,52252.88,11,Quebec,2025-07-10,CSV,Normal,Quote is within expected range
Q00887,XYZ Materials,Concrete,261.02,1326,346106.46,9,New York,2025-01-16,PDF,Anomaly,Large order has unexpectedly high unit price
Q00489,XYZ Materials,Wood,107.39,122,13102.09,7,New York,2026-02-21,PDF,Normal,Quote is within expected range
Q00148,NorthSteel,Steel,775.15,107,82941.19,10,Ontario,2025-01-24,CSV,Normal,Quote is within expected range
Q00147,XYZ Materials,Steel,861.73,152,130983.02,16,Michigan,2025-02-20,Excel,Normal,Quote is within expected range
Q00721,RapidSupply,Copper,10085.03,127,1280798.57,23,Michigan,2025-12-18,PDF,Normal,Quote is within expected range
Q00932,BudgetSource,Wood,79.07,157,12414.57,33,Ontario,2025-01-19,CSV,Anomaly,Delivery time is unusually long
Q00740,NorthSteel,Copper,8160.85,111,905854.46,9,Ontario,2025-04-18,PDF,Normal,Quote is within expected range
Q00660,BuildCo,Aluminum,1774.26,248,440017.29,16,New York,2025-09-03,CSV,Normal,Quote is within expected range
Q00349,XYZ Materials,Concrete,152.06,1475,224286.47,10,Quebec,2026-02-16,Excel,Normal,Quote is within expected range
Q00464,BuildCo,Wood,80.5,891,71729.95,13,New York,2025-03-22,CSV,Normal,Quote is within expected range
Q00326,BudgetSource,Concrete,136.23,329,44820.67,11,New York,2025-02-09,Excel,Normal,Quote is within expected range
Q00187,XYZ Materials,Steel,1004.42,431,432904.32,13,Michigan,2025-02-19,Excel,Normal,Quote is within expected range
Q00124,ABC Suppliers,Steel,889.41,229,203674.8,15,New York,2025-10-23,PDF,Normal,Quote is within expected range
Q00854,ABC Suppliers,Concrete,339.34,1384,469649.74,47,Quebec,2025-09-04,PDF,Anomaly,High price and slow delivery
Q00609,RapidSupply,Aluminum,1416.55,206,291810.26,10,Michigan,2026-01-02,Excel,Normal,Quote is within expected range
Q00144,RapidSupply,Steel,1152.63,386,444914.49,13,Michigan,2025-11-29,PDF,Normal,Quote is within expected range
Q00959,ABC Suppliers,Aluminum,1789.57,146,261276.86,58,Michigan,2026-01-12,PDF,Anomaly,Delivery time is unusually long
Q00198,Maple Materials,Steel,1036.39,166,172040.88,6,New York,2025-04-21,Excel,Normal,Quote is within expected range
Q00610,XYZ Materials,Aluminum,1818.71,201,365560.51,16,Quebec,2025-01-02,CSV,Normal,Quote is within expected range
Q00280,RapidSupply,Concrete,182.74,1154,210881.7,8,Michigan,2025-03-08,CSV,Normal,Quote is within expected range
Q00294,BudgetSource,Concrete,188.82,854,161253.66,4,New York,2025-09-01,PDF,Normal,Quote is within expected range
Q00401,XYZ Materials,Concrete,137.03,802,109899.1,6,Quebec,2025-06-28,CSV,Normal,Quote is within expected range
Q00123,RapidSupply,Steel,1263.53,284,358842.51,14,New York,2025-01-14,PDF,Normal,Quote is within expected range
Q00184,Prime Industrial,Steel,988.32,473,467474.6,12,Michigan,2025-08-20,PDF,Normal,Quote is within expected range
Q00203,RapidSupply,Steel,1217.37,93,113215.18,12,Ontario,2025-07-23,Excel,Normal,Quote is within expected range
Q00439,Maple Materials,Wood,53.4,101,5393.51,5,Ontario,2025-12-27,PDF,Normal,Quote is within expected range
Q00247,BudgetSource,Concrete,160.85,376,60477.9,10,Michigan,2025-11-20,PDF,Normal,Quote is within expected range
Q00416,BudgetSource,Wood,60.76,525,31897.84,11,Michigan,2025-12-17,CSV,Normal,Quote is within expected range
Q00933,Maple Materials,Wood,118.2,867,102481.74,12,Ontario,2025-04-19,Excel,Anomaly,Large order has unexpectedly high unit price
Q00766,BudgetSource,Steel,356.23,304,108294.17,15,Quebec,2025-07-10,PDF,Anomaly,Unit price is unusually low
Q00907,NorthSteel,Wood,122.68,575,70541.25,45,Ontario,2025-01-27,PDF,Anomaly,High price and slow delivery
Q00836,BuildCo,Concrete,276.27,205,56635.5,53,Quebec,2025-03-16,PDF,Anomaly,High price and slow delivery
Q00888,Maple Materials,Wood,27.65,316,8738.61,7,Michigan,2025-08-11,Excel,Anomaly,Unit price is unusually low
Q00130,BudgetSource,Steel,814.45,258,210127.6,7,Michigan,2026-01-25,PDF,Normal,Quote is within expected range
Q00638,ABC Suppliers,Aluminum,1643.14,217,356560.8,16,New York,2025-07-15,PDF,Normal,Quote is within expected range
Q00403,RapidSupply,Concrete,199.91,335,66970.39,8,Ontario,2025-06-03,PDF,Normal,Quote is within expected range
Q00785,RapidSupply,Steel,872.75,490,427646.42,46,New York,2025-07-31,Excel,Anomaly,Delivery time is unusually long
Q00771,BuildCo,Steel,1186.91,510,605326.34,47,Ontario,2025-09-29,PDF,Anomaly,Delivery time is unusually long
Q00736,BuildCo,Copper,9460.5,166,1570443.48,9,New York,2025-08-04,Excel,Normal,Quote is within expected range
Q00914,ABC Suppliers,Wood,110.56,776,85798.43,9,Ontario,2025-01-07,CSV,Anomaly,Large order has unexpectedly high unit price
Q00220,NorthSteel,Steel,930.05,203,188800.88,14,New York,2026-01-06,Excel,Normal,Quote is within expected range
Q00642,XYZ Materials,Aluminum,1932.33,399,771001.58,9,Quebec,2025-10-03,Excel,Normal,Quote is within expected range
Q00916,Prime Industrial,Wood,101.28,783,79301.26,14,Ontario,2025-12-29,PDF,Anomaly,Large order has unexpectedly high unit price
Q00753,NorthSteel,Steel,866.91,594,514943.95,57,New York,2025-11-29,Excel,Anomaly,Delivery time is unusually long
Q00807,NorthSteel,Steel,1663.72,194,322761.89,15,Michigan,2025-11-15,Excel,Anomaly,Unit price is much higher than expected
Q00920,NorthSteel,Wood,145.32,171,24850.4,36,New York,2025-04-02,CSV,Anomaly,High price and slow delivery
Q00625,ABC Suppliers,Aluminum,1931.36,36,69528.94,21,New York,2025-04-15,Excel,Normal,Quote is within expected range
Q00875,BudgetSource,Concrete,252.57,1190,300561.13,9,Quebec,2025-05-25,CSV,Anomaly,Large order has unexpectedly high unit price
Q00761,Prime Industrial,Steel,1528.88,303,463249.64,16,Michigan,2026-01-30,CSV,Anomaly,Unit price is much higher than expected
Q00387,RapidSupply,Concrete,205.47,1001,205673.09,12,Michigan,2026-02-16,CSV,Normal,Quote is within expected range
Q00973,XYZ Materials,Aluminum,2459.99,167,410817.85,15,Ontario,2025-07-20,PDF,Anomaly,Unit price is much higher than expected
Q00510,RapidSupply,Wood,67.66,934,63192.67,8,Quebec,2025-12-07,Excel,Normal,Quote is within expected range
Q00268,XYZ Materials,Concrete,154.62,1080,166986.36,9,New York,2025-07-23,Excel,Normal,Quote is within expected range
Q00820,ABC Suppliers,Steel,1707.5,360,614699.12,56,New York,2025-07-31,CSV,Anomaly,High price and slow delivery
Q00442,XYZ Materials,Wood,76.36,476,36347.18,6,Ontario,2025-02-22,CSV,Normal,Quote is within expected range
Q00497,RapidSupply,Wood,70.68,284,20071.86,13,New York,2025-07-18,CSV,Normal,Quote is within expected range
Q00113,NorthSteel,Steel,871.63,476,414896.07,14,Ontario,2025-05-08,PDF,Normal,Quote is within expected range
Q00692,Maple Materials,Copper,9328.24,119,1110061.03,15,New York,2025-02-24,PDF,Normal,Quote is within expected range
Q00233,XYZ Materials,Concrete,189.81,658,124895.55,11,New York,2025-02-12,PDF,Normal,Quote is within expected range
Q00870,BudgetSource,Concrete,286.11,1165,333312.44,10,New York,2025-06-09,CSV,Anomaly,Large order has unexpectedly high unit price
Q00608,Prime Industrial,Aluminum,1435.29,47,67458.6,21,Michigan,2025-06-24,CSV,Normal,Quote is within expected range
Q00672,Maple Materials,Aluminum,1294.23,354,458155.75,9,Michigan,2025-07-07,Excel,Normal,Quote is within expected range
Q00374,ABC Suppliers,Concrete,206.65,255,52694.56,12,Ontario,2025-08-12,PDF,Normal,Quote is within expected range
Q00982,BuildCo,Copper,8220.83,18,147974.93,53,Quebec,2025-10-15,Excel,Anomaly,Delivery time is unusually long
Q00843,BudgetSource,Concrete,204.31,712,145471.47,54,New York,2025-01-19,PDF,Anomaly,Delivery time is unusually long
Q00234,BuildCo,Concrete,175.92,1023,179966.64,3,Michigan,2025-02-16,PDF,Normal,Quote is within expected range
Q00786,Prime Industrial,Steel,1013.03,310,314038.65,59,Michigan,2026-01-28,Excel,Anomaly,Delivery time is unusually long
Q00677,Maple Materials,Copper,7690.84,133,1022881.56,22,New York,2026-01-04,PDF,Normal,Quote is within expected range
Q00318,BuildCo,Concrete,188.3,771,145176.37,4,Michigan,2025-08-07,Excel,Normal,Quote is within expected range
Q00649,BudgetSource,Aluminum,1471.94,89,131002.8,16,Quebec,2025-10-01,PDF,Normal,Quote is within expected range
Q00411,XYZ Materials,Concrete,198.15,588,116511.74,5,Quebec,2025-06-10,PDF,Normal,Quote is within expected range
Q00899,BuildCo,Wood,83.4,867,72305.07,47,Ontario,2025-12-22,Excel,Anomaly,Delivery time is unusually long
Q00710,RapidSupply,Copper,10957.62,160,1753219.6,22,Michigan,2025-12-15,CSV,Normal,Quote is within expected range
Q00359,ABC Suppliers,Concrete,184.34,199,36682.96,9,Ontario,2025-02-08,Excel,Normal,Quote is within expected range
Q00259,ABC Suppliers,Concrete,187.86,859,161375.07,4,Quebec,2025-12-14,CSV,Normal,Quote is within expected range
Q00745,BudgetSource,Copper,8069.99,150,1210497.98,24,Michigan,2025-10-04,CSV,Normal,Quote is within expected range
Q00628,ABC Suppliers,Aluminum,1596.71,246,392790.81,18,New York,2025-04-14,Excel,Normal,Quote is within expected range
Q00633,ABC Suppliers,Aluminum,1563.84,301,470715.17,17,New York,2025-09-09,Excel,Normal,Quote is within expected range
Q00283,RapidSupply,Concrete,255.81,1120,286504.47,10,New York,2025-04-08,PDF,Normal,Quote is within expected range
Q00377,Maple Materials,Concrete,208.17,704,146552.15,4,Ontario,2026-01-31,Excel,Normal,Quote is within expected range
Q00385,NorthSteel,Concrete,148.33,839,124450.99,6,Michigan,2026-02-05,PDF,Normal,Quote is within expected range
Q00225,BuildCo,Steel,949.3,569,540150.02,16,Ontario,2025-06-01,PDF,Normal,Quote is within expected range
Q00954,BudgetSource,Aluminum,2851.03,89,253741.52,50,Quebec,2025-07-18,CSV,Anomaly,High price and slow delivery
Q00815,ABC Suppliers,Steel,1656.95,399,661123.49,32,New York,2025-04-26,PDF,Anomaly,High price and slow delivery
Q00473,Prime Industrial,Wood,50.17,124,6220.83,9,Quebec,2025-01-04,CSV,Normal,Quote is within expected range
Q00348,Prime Industrial,Concrete,139.06,1479,205665.08,3,Ontario,2025-05-18,CSV,Normal,Quote is within expected range
Q00506,ABC Suppliers,Wood,63.44,821,52086.83,5,Ontario,2025-03-17,Excel,Normal,Quote is within expected range
Q00640,Prime Industrial,Aluminum,1459.37,69,100696.53,7,New York,2025-09-21,PDF,Normal,Quote is within expected range
Q00988,RapidSupply,Copper,10568.63,183,1934059.63,15,Ontario,2025-11-08,Excel,Anomaly,Large order has unexpectedly high unit price
Q00929,Maple Materials,Wood,146.59,499,73146.92,9,Quebec,2025-06-03,Excel,Anomaly,Unit price is much higher than expected
Q00906,BuildCo,Wood,87.51,962,84183.5,34,Quebec,2025-10-23,Excel,Anomaly,Delivery time is unusually long
Q00620,RapidSupply,Aluminum,1738.67,339,589410.31,18,Quebec,2025-04-13,PDF,Normal,Quote is within expected range
Q00856,ABC Suppliers,Concrete,161.82,779,126059.0,35,Quebec,2025-10-23,Excel,Anomaly,Delivery time is unusually long
Q00804,Prime Industrial,Steel,1939.58,137,265722.74,8,New York,2025-03-21,Excel,Anomaly,Unit price is much higher than expected
Q00646,ABC Suppliers,Aluminum,1563.08,293,457981.21,9,Michigan,2025-12-11,PDF,Normal,Quote is within expected range
Q00847,NorthSteel,Concrete,287.64,1419,408163.65,8,Michigan,2025-11-08,CSV,Anomaly,Large order has unexpectedly high unit price
Q00557,NorthSteel,Wood,65.53,570,37354.39,11,Michigan,2025-07-12,CSV,Normal,Quote is within expected range
Q00958,XYZ Materials,Aluminum,2455.67,360,884042.27,15,Michigan,2025-09-25,CSV,Anomaly,Large order has unexpectedly high unit price
Q00578,NorthSteel,Aluminum,1630.73,172,280485.18,21,Quebec,2025-02-03,PDF,Normal,Quote is within expected range
Q00796,Prime Industrial,Steel,1711.62,452,773651.75,48,Quebec,2025-01-26,Excel,Anomaly,High price and slow delivery
Q00086,BuildCo,Steel,972.02,316,307157.71,8,Michigan,2025-04-04,PDF,Normal,Quote is within expected range
Q00243,RapidSupply,Concrete,215.39,1139,245334.35,11,Ontario,2025-09-27,Excel,Normal,Quote is within expected range
Q00699,Maple Materials,Copper,8973.14,66,592227.32,8,Ontario,2025-02-02,CSV,Normal,Quote is within expected range
Q00160,BuildCo,Steel,1158.27,396,458675.05,12,New York,2025-09-04,CSV,Normal,Quote is within expected range
Q00525,NorthSteel,Wood,61.47,126,7745.85,14,Michigan,2025-04-13,PDF,Normal,Quote is within expected range
Q00036,BuildCo,Steel,976.68,268,261750.67,5,Michigan,2025-09-06,CSV,Normal,Quote is within expected range
Q00541,ABC Suppliers,Wood,85.31,247,21070.9,14,Quebec,2025-05-22,CSV,Normal,Quote is within expected range
Q00171,RapidSupply,Steel,1032.4,244,251905.06,12,Ontario,2025-07-23,CSV,Normal,Quote is within expected range
Q00655,XYZ Materials,Aluminum,2284.13,148,338050.69,22,New York,2025-12-10,PDF,Normal,Quote is within expected range
Q00891,XYZ Materials,Wood,141.46,980,138631.99,52,Quebec,2025-11-25,CSV,Anomaly,High price and slow delivery
Q00858,BuildCo,Concrete,300.1,744,223271.15,4,Ontario,2026-02-05,CSV,Anomaly,Unit price is much higher than expected
Q00848,BuildCo,Concrete,296.19,1394,412889.53,35,Michigan,2025-09-24,Excel,Anomaly,High price and slow delivery
Q00945,XYZ Materials,Aluminum,2042.82,330,674129.88,10,New York,2025-06-28,CSV,Anomaly,Large order has unexpectedly high unit price
Q00734,BuildCo,Copper,7747.13,182,1409978.4,21,New York,2025-07-01,CSV,Normal,Quote is within expected range
Q00096,RapidSupply,Steel,950.9,158,150242.46,10,Ontario,2025-08-04,CSV,Normal,Quote is within expected range
Q00564,Prime Industrial,Aluminum,1598.33,133,212577.31,22,New York,2026-01-07,Excel,Normal,Quote is within expected range
Q00241,ABC Suppliers,Concrete,151.85,696,105685.95,12,Quebec,2026-01-03,PDF,Normal,Quote is within expected range
Q00743,NorthSteel,Copper,7282.84,82,597193.26,11,Quebec,2025-05-07,Excel,Normal,Quote is within expected range
Q00575,Maple Materials,Aluminum,1876.87,22,41291.11,13,Michigan,2025-09-02,CSV,Normal,Quote is within expected range
Q00691,XYZ Materials,Copper,8495.66,62,526731.1,17,Ontario,2025-07-12,Excel,Normal,Quote is within expected range
Q00461,NorthSteel,Wood,97.08,867,84168.62,8,Quebec,2025-07-10,PDF,Normal,Quote is within expected range
Q00554,Prime Industrial,Wood,82.4,375,30901.79,12,Quebec,2025-12-13,PDF,Normal,Quote is within expected range
Q00889,Maple Materials,Wood,21.27,395,8400.74,5,New York,2025-08-02,PDF,Anomaly,Unit price is unusually low
Q00207,Maple Materials,Steel,1024.12,397,406574.92,7,Ontario,2025-07-22,CSV,Normal,Quote is within expected range
Q00393,BudgetSource,Concrete,136.15,595,81006.81,5,Quebec,2025-11-21,CSV,Normal,Quote is within expected range
Q00795,ABC Suppliers,Steel,1053.43,203,213847.22,63,New York,2025-10-04,Excel,Anomaly,Delivery time is unusually long
Q00398,NorthSteel,Concrete,196.43,1162,228252.65,12,Quebec,2025-09-19,Excel,Normal,Quote is within expected range
Q00767,RapidSupply,Steel,1187.81,477,566587.48,8,Ontario,2025-01-31,CSV,Anomaly,Large order has unexpectedly high unit price
Q00849,Prime Industrial,Concrete,327.94,342,112156.69,4,New York,2025-04-10,PDF,Anomaly,Unit price is much higher than expected
Q00218,BuildCo,Steel,1048.98,446,467847.28,10,New York,2025-07-10,CSV,Normal,Quote is within expected range
Q00005,Prime Industrial,Steel,912.55,439,400611.12,10,New York,2025-02-22,PDF,Normal,Quote is within expected range
Q00769,BuildCo,Steel,1346.24,525,706775.45,12,New York,2025-01-21,CSV,Anomaly,Large order has unexpectedly high unit price
Q00643,BuildCo,Aluminum,1713.2,189,323795.06,9,Ontario,2025-08-24,Excel,Normal,Quote is within expected range
Q00930,BudgetSource,Wood,21.37,852,18210.59,7,Ontario,2025-11-20,CSV,Anomaly,Unit price is unusually low
Q00613,Prime Industrial,Aluminum,1562.13,386,602981.34,20,Michigan,2026-02-05,PDF,Normal,Quote is within expected range
Q00739,BudgetSource,Copper,8383.76,15,125756.42,14,Michigan,2025-03-27,PDF,Normal,Quote is within expected range
Q00547,BudgetSource,Wood,76.1,627,47712.22,5,New York,2026-02-25,PDF,Normal,Quote is within expected range
Q00726,NorthSteel,Copper,8049.15,43,346113.44,14,Michigan,2025-04-03,Excel,Normal,Quote is within expected range
Q00684,XYZ Materials,Copper,8745.56,43,376059.2,13,Quebec,2025-07-13,CSV,Normal,Quote is within expected range
Q00099,XYZ Materials,Steel,995.39,525,522579.89,15,New York,2025-08-19,PDF,Normal,Quote is within expected range
Q00805,BuildCo,Steel,1109.37,163,180827.65,59,New York,2025-01-08,CSV,Anomaly,Delivery time is unusually long
Q00728,Prime Industrial,Copper,8181.28,48,392701.43,7,Quebec,2026-02-14,Excel,Normal,Quote is within expected range
Q00574,BuildCo,Aluminum,1709.29,86,146999.35,20,Michigan,2026-02-07,PDF,Normal,Quote is within expected range
Q00407,Maple Materials,Concrete,157.57,539,84928.31,4,Michigan,2025-01-03,Excel,Normal,Quote is within expected range
Q00503,BudgetSource,Wood,49.24,138,6794.6,7,New York,2025-03-31,CSV,Normal,Quote is within expected range
Q00048,BuildCo,Steel,1151.45,209,240653.62,14,New York,2025-03-01,PDF,Normal,Quote is within expected range
Q00033,Prime Industrial,Steel,871.24,509,443461.17,7,Quebec,2025-04-08,Excel,Normal,Quote is within expected range
Q00780,NorthSteel,Steel,2095.4,361,756438.91,13,Ontario,2026-01-11,PDF,Anomaly,Unit price is much higher than expected
Q00840,ABC Suppliers,Concrete,219.52,1231,270231.77,5,Quebec,2025-10-08,CSV,Anomaly,Large order has unexpectedly high unit price
Q00201,NorthSteel,Steel,919.96,559,514255.67,7,New York,2025-03-03,PDF,Normal,Quote is within expected range
Q00135,BuildCo,Steel,924.14,570,526758.75,7,Michigan,2025-04-08,Excel,Normal,Quote is within expected range
Q00028,XYZ Materials,Steel,1027.96,82,84292.69,6,Ontario,2025-04-28,PDF,Normal,Quote is within expected range
Q00881,BudgetSource,Concrete,265.36,1180,313120.82,12,Quebec,2025-06-07,CSV,Anomaly,Large order has unexpectedly high unit price
Q00231,Maple Materials,Concrete,156.02,1338,208757.33,7,Michigan,2025-03-24,PDF,Normal,Quote is within expected range
Q00490,BudgetSource,Wood,75.63,225,17015.73,11,Quebec,2025-02-17,CSV,Normal,Quote is within expected range
Q00773,ABC Suppliers,Steel,994.4,294,292353.19,35,New York,2026-02-02,Excel,Anomaly,Delivery time is unusually long
Q00379,RapidSupply,Concrete,275.39,110,30292.89,10,New York,2025-02-24,PDF,Normal,Quote is within expected range
Q00289,BudgetSource,Concrete,172.03,1351,232417.03,4,New York,2025-11-16,Excel,Normal,Quote is within expected range
Q00419,BudgetSource,Wood,89.43,374,33447.33,9,Ontario,2025-10-21,PDF,Normal,Quote is within expected range
Q00675,BuildCo,Aluminum,1318.62,349,460199.35,11,Quebec,2025-02-09,Excel,Normal,Quote is within expected range
Q00392,Prime Industrial,Concrete,196.6,241,47379.57,9,Michigan,2026-02-13,CSV,Normal,Quote is within expected range
Q00593,XYZ Materials,Aluminum,1622.1,359,582333.17,17,Ontario,2025-01-05,PDF,Normal,Quote is within expected range
Q00499,RapidSupply,Wood,67.63,353,23872.95,8,Quebec,2025-03-23,PDF,Normal,Quote is within expected range
Q00139,Maple Materials,Steel,1088.83,294,320115.58,8,Michigan,2025-06-14,PDF,Normal,Quote is within expected range
Q00063,Maple Materials,Steel,906.34,251,227492.13,6,Ontario,2025-09-24,Excel,Normal,Quote is within expected range
Q00472,Prime Industrial,Wood,42.52,605,25721.73,7,Michigan,2025-07-08,Excel,Normal,Quote is within expected range
Q00648,XYZ Materials,Aluminum,1613.18,215,346832.65,7,New York,2026-01-27,CSV,Normal,Quote is within expected range
Q00129,ABC Suppliers,Steel,997.94,242,241502.51,14,Michigan,2025-07-31,PDF,Normal,Quote is within expected range
Q00977,RapidSupply,Copper,11300.44,185,2090581.53,16,Michigan,2025-10-31,Excel,Anomaly,Large order has unexpectedly high unit price
Q00521,XYZ Materials,Wood,54.99,594,32663.18,10,New York,2025-11-01,Excel,Normal,Quote is within expected range
Q00839,Prime Industrial,Concrete,287.3,1074,308556.28,32,Quebec,2025-10-29,Excel,Anomaly,High price and slow delivery
Q00963,Prime Industrial,Aluminum,1592.88,362,576622.59,41,Ontario,2025-01-09,CSV,Anomaly,Delivery time is unusually long
Q00065,Maple Materials,Steel,1108.73,352,390274.05,8,New York,2025-07-26,Excel,Normal,Quote is within expected range
Q00813,BudgetSource,Steel,1113.12,68,75692.19,53,Michigan,2026-01-17,PDF,Anomaly,Delivery time is unusually long
Q00015,NorthSteel,Steel,783.37,420,329017.42,7,Michigan,2025-10-26,CSV,Normal,Quote is within expected range
Q00157,NorthSteel,Steel,1095.4,90,98585.87,12,Quebec,2025-11-18,PDF,Normal,Quote is within expected range
Q00041,XYZ Materials,Steel,1012.67,119,120507.76,8,Quebec,2025-02-05,Excel,Normal,Quote is within expected range
Q00493,NorthSteel,Wood,78.63,135,10615.43,13,New York,2025-08-17,PDF,Normal,Quote is within expected range
Q00380,RapidSupply,Concrete,181.95,278,50581.27,10,New York,2025-02-22,PDF,Normal,Quote is within expected range
Q00188,ABC Suppliers,Steel,956.81,470,449702.2,15,New York,2025-12-10,PDF,Normal,Quote is within expected range
Q00764,Prime Industrial,Steel,864.55,494,427089.73,31,Ontario,2025-05-01,Excel,Anomaly,Delivery time is unusually long
Q00217,BuildCo,Steel,931.44,498,463854.73,13,Ontario,2025-05-07,Excel,Normal,Quote is within expected range
Q00792,BuildCo,Steel,1154.2,526,607109.83,14,Michigan,2025-12-20,Excel,Anomaly,Large order has unexpectedly high unit price
Q00053,BuildCo,Steel,935.43,365,341430.61,5,Michigan,2025-03-07,PDF,Normal,Quote is within expected range
Q00879,RapidSupply,Concrete,367.47,1471,540546.68,12,Quebec,2025-03-30,Excel,Anomaly,Unit price is much higher than expected
Q00338,Prime Industrial,Concrete,153.87,1316,202495.43,12,Quebec,2025-02-04,PDF,Normal,Quote is within expected range
Q00749,BuildCo,Copper,8383.17,146,1223942.35,22,New York,2025-05-27,CSV,Normal,Quote is within expected range
Q00720,BuildCo,Copper,9055.43,132,1195316.3,8,Ontario,2025-09-27,CSV,Normal,Quote is within expected range
Q00725,Maple Materials,Copper,8430.07,105,885157.13,19,Quebec,2025-08-03,Excel,Normal,Quote is within expected range
Q00296,NorthSteel,Concrete,141.6,1295,183371.13,11,Quebec,2026-01-05,PDF,Normal,Quote is within expected range
Q00702,NorthSteel,Copper,7993.61,140,1119105.27,14,Quebec,2025-01-18,Excel,Normal,Quote is within expected range
Q00252,RapidSupply,Concrete,223.63,1118,250019.01,11,Quebec,2025-09-12,Excel,Normal,Quote is within expected range
Q00727,XYZ Materials,Copper,8124.86,152,1234978.32,19,New York,2026-02-16,PDF,Normal,Quote is within expected range
Q00462,XYZ Materials,Wood,77.88,378,29439.94,8,Ontario,2025-06-21,CSV,Normal,Quote is within expected range
Q00456,RapidSupply,Wood,73.56,881,64804.37,14,Michigan,2025-10-28,Excel,Normal,Quote is within expected range
Q00997,BuildCo,Copper,17287.56,135,2333820.99,16,Michigan,2025-05-29,Excel,Anomaly,Unit price is much higher than expected
Q00816,Maple Materials,Steel,1835.71,206,378155.47,59,Quebec,2025-08-02,PDF,Anomaly,High price and slow delivery
Q00863,XYZ Materials,Concrete,308.99,1317,406944.74,3,Ontario,2025-06-09,PDF,Anomaly,Unit price is much higher than expected
Q00270,RapidSupply,Concrete,189.13,1410,266668.68,5,Quebec,2026-02-04,Excel,Normal,Quote is within expected range
Q00202,BuildCo,Steel,1146.55,285,326765.53,15,Michigan,2025-09-30,Excel,Normal,Quote is within expected range
Q00162,RapidSupply,Steel,1121.12,64,71751.64,6,Ontario,2026-02-09,CSV,Normal,Quote is within expected range
Q00556,Prime Industrial,Wood,73.53,829,60953.45,14,New York,2025-11-08,CSV,Normal,Quote is within expected range
Q00730,BudgetSource,Copper,6680.78,155,1035520.8,10,New York,2025-05-09,Excel,Normal,Quote is within expected range
Q00402,BudgetSource,Concrete,157.32,997,156847.21,10,New York,2025-09-01,PDF,Normal,Quote is within expected range
Q00703,BuildCo,Copper,7973.22,177,1411259.81,12,Ontario,2025-07-04,PDF,Normal,Quote is within expected range
Q00477,Maple Materials,Wood,93.51,186,17393.48,12,New York,2025-08-23,Excel,Normal,Quote is within expected range
Q00822,NorthSteel,Steel,1650.54,286,472054.04,16,Quebec,2025-11-02,PDF,Anomaly,Unit price is much higher than expected
Q00772,RapidSupply,Steel,1700.68,568,965989.03,58,Michigan,2025-01-01,Excel,Anomaly,High price and slow delivery
Q00106,NorthSteel,Steel,992.9,173,171771.6,10,New York,2025-05-09,PDF,Normal,Quote is within expected range
Q00566,BudgetSource,Aluminum,1280.45,391,500656.57,12,Quebec,2026-01-15,CSV,Normal,Quote is within expected range
Q00390,Prime Industrial,Concrete,172.86,904,156266.81,12,New York,2025-07-12,CSV,Normal,Quote is within expected range
Q00002,XYZ Materials,Steel,995.28,82,81612.82,8,Ontario,2025-10-30,CSV,Normal,Quote is within expected range
Q00938,Maple Materials,Aluminum,2471.27,367,906954.45,51,New York,2026-02-20,Excel,Anomaly,High price and slow delivery
Q00983,BuildCo,Copper,10238.49,169,1730304.35,7,New York,2025-08-18,Excel,Anomaly,Large order has unexpectedly high unit price
Q00562,Maple Materials,Wood,111.17,838,93158.63,11,New York,2025-12-15,PDF,Normal,Quote is within expected range
Q00081,Maple Materials,Steel,981.0,70,68669.8,14,Michigan,2026-01-30,Excel,Normal,Quote is within expected range
Q00206,BudgetSource,Steel,793.78,158,125417.46,14,New York,2025-02-15,CSV,Normal,Quote is within expected range
Q00035,XYZ Materials,Steel,1128.28,65,73338.01,8,Ontario,2025-11-30,Excel,Normal,Quote is within expected range
Q00776,BuildCo,Steel,260.95,547,142741.83,14,Ontario,2025-04-14,PDF,Anomaly,Unit price is unusually low
Q00509,BudgetSource,Wood,68.61,675,46313.21,13,New York,2025-03-31,Excel,Normal,Quote is within expected range
Q00428,Maple Materials,Wood,85.25,747,63678.52,10,Michigan,2025-03-14,Excel,Normal,Quote is within expected range
Q00455,NorthSteel,Wood,63.49,623,39555.74,6,Ontario,2025-06-08,PDF,Normal,Quote is within expected range
